EnterpriseID1,EnterpriseID2,MATCH_SCORE
15532107,15578917,14
15424047,15618107,14
15400155,16008688,14
15680920,15713386,14
15539020,15601976,14
15635579,15783470,13
15434186,15918153,13
15707362,15911914,13
15613379,15972720,13
15746206,15903708,13
15456733,15699832,13
15597366,15803052,13
15785818,15865947,13
15630075,15878460,13
15403057,15686054,13
15557699,15717959,13
15491401,15618649,13
15726870,15890447,13
15516821,16002666,13
15736828,15993102,13
15505946,15614595,13
15484674,15749604,13
16000164,16006200,13
15587781,15754839,13
15735845,15920235,13
15856198,15869848,13
15467988,15837060,13
15523367,15768480,13
15689152,15876113,13
15553835,15651473,13
15500938,15998391,13
15669458,16022695,13
15520761,15612948,13
15563362,15730811,13
15591656,15986852,13
15578396,15903181,13
15601307,15859681,13
15412881,15604725,13
15394210,15501062,13
15435639,15550883,13
15647931,16002910,13
15425264,15761794,13
15379408,16018502,13
15477316,15490544,13
15403354,15742854,13
15647253,16007344,13
15573717,16002829,13
15418020,15482461,13
15413677,15723551,13
15657672,15966239,13
15388503,15459188,13
15387744,15442935,13
15504143,15797186,13
15722707,15788012,13
15764423,15834595,13
15538562,15541795,13
15817864,15998692,13
15779901,15867499,13
15646932,15917430,13
15578074,15728592,13
15708032,15784806,13
16007322,16028329,13
15572127,15608495,13
15594635,15636138,12
15590582,15943842,12
15584077,15733375,12
15704032,15955991,12
15842485,15912674,12
15484249,15869896,12
15498581,15633050,12
15691981,16002258,12
15549565,15556623,12
15824950,15954107,12
15820988,15928144,12
15505724,15506598,12
15468870,15697865,12
15512520,15544712,12
15575566,15709883,12
15539499,15633749,12
15451812,15985654,12
15581959,15643417,12
15549135,15822446,12
15558875,15975834,12
15625443,15697189,12
15632394,15653100,12
15458494,15721649,12
15633453,15978181,12
15556841,16018339,12
15806611,15950823,12
15549546,15615172,12
15489563,15811148,12
15532546,15780546,12
15380800,15545065,12
15818625,15880743,12
15824789,15939193,12
15534608,15610166,12
15654722,15709117,12
15464352,15959191,12
15420388,15602161,12
15695992,15988890,12
15797584,15868370,12
15692863,15982556,12
15504662,15843748,12
15392678,15518113,12
15593737,15662581,12
15771904,15940029,12
15671425,15727080,12
15585806,15899918,12
15608256,15935754,12
15681836,15897357,12
15473418,15913049,12
15479735,15802802,12
15564958,15725803,12
15681276,15726512,12
15712603,15992140,12
15558853,15579966,12
15886348,15963046,12
15421003,15797351,12
15705837,15911262,12
15396601,15883295,12
15891219,15965782,12
15440006,15969300,12
15696628,15763458,12
15916085,15958210,12
15551022,15990469,12
15491066,15941741,12
15487888,15897280,12
15773975,15871218,12
15584689,15601804,12
15531700,15786711,12
15503812,15553315,12
15398030,15407392,12
15805693,15887004,12
15433902,15805785,12
15385240,15796991,12
15741596,15804603,12
15839083,15843572,12
15386617,15577743,12
15416223,15774848,12
15432967,15946961,12
15818688,15859971,12
15537767,15967832,12
15448052,15999166,12
15418696,15959180,12
15476738,15610550,12
15549090,15618448,12
15394522,15583242,12
15451522,15607810,12
15537701,15855876,12
15600942,15819259,12
15431011,15997174,12
15724554,15926508,12
15693054,15790903,12
15473867,15818274,12
15576235,15744163,12
15620434,15897394,12
15989961,16006939,12
15763160,15958620,12
15702688,15839074,12
15505649,15699379,12
15554919,15727682,12
15668383,15956650,12
15842525,15913999,12
15551608,15597399,12
15429568,15561285,12
15600619,15847702,12
15535413,15557710,12
15693384,15886276,12
15624116,16025101,12
15517884,15904115,12
15471015,15972334,12
15711687,15993604,12
15401851,15524410,12
15388398,15442876,12
15623273,15823895,12
15810570,15834022,12
15826901,16017989,12
15497280,15727289,12
15380834,15810509,12
15662450,15776803,12
15852792,15921398,12
15442995,15864070,12
15518552,16008500,12
15413387,15458079,12
15432693,15831284,12
15515310,15625401,12
15895265,15967862,12
15579011,15683535,12
15621640,15740551,12
15666510,15732952,12
15736796,15787556,12
15450490,15642222,12
15698694,16021936,12
15691116,15711848,12
15513413,15678690,12
15778294,15890684,12
15470558,15496680,12
15956519,15996324,12
15379584,15559814,12
15640998,15969738,12
15690570,15770049,12
15431105,15567256,12
15426209,15707961,12
15401168,15859065,12
15602499,15866317,12
15483197,15955664,12
15392033,15873526,12
15883095,15967984,12
15582071,15625887,12
15902987,15991162,12
15586917,15962419,12
15426600,15948612,12
15613730,15840073,12
15843549,15874619,12
15481979,15652528,12
15536108,16018933,12
15458490,15699802,12
15624784,15833408,12
15673171,15776546,12
15892837,15974177,12
15402185,15966492,12
15582913,16001317,12
15401474,16025956,12
15801904,15860427,12
15469217,15850877,12
15845090,15950287,12
15398713,15936467,12
15579195,15797723,12
15405297,15601223,12
15418992,15706829,12
15620941,15868981,12
15434780,15583261,12
15726457,15991793,12
15833242,15953807,12
15507036,15749449,12
15526398,15571353,12
15907862,16005109,12
15493785,15535886,12
15826927,16021872,12
15748394,15866337,12
15745925,16001865,12
15417829,15464320,12
15716928,15721599,12
15955544,15990817,12
15531352,15968962,12
15793214,15815992,12
15403364,15678654,12
15571554,15984325,12
15549932,15667472,12
15400475,15599802,12
15732043,15915630,12
15795373,15801228,12
15456588,15753821,12
15914709,15939768,12
15762542,15824382,12
15698308,15835930,12
15568047,15656427,12
15647796,15736159,12
15728216,15866050,12
15613486,15645398,12
15755299,15803632,12
15530069,15651030,12
