EnterpriseID1,EnterpriseID2,MATCH_SCORE
15582502,15995742,4
15636654,15866344,8
15656276,15895733,4
15697199,15938183,7
15383098,15773161,5
15752775,15881986,4
15557823,15879804,9
15508537,16018967,7
15413710,15925788,8
15381758,15948215,7
15772992,15897981,7
15703462,15926105,9
15617419,15997186,8
15591319,15875850,4
15764225,15783563,7
15416018,15827187,8
15383774,15563044,8
15723422,15991309,7
15696498,15737780,7
15783572,15908799,4
15477556,15790136,5
15570354,15891207,4
15422704,15930583,9
15388259,15656036,8
15801428,15914440,6
15479487,15535375,7
15505514,15521194,9
13106083,13910119,5
15580152,15726866,6
15595208,15657877,7
15495094,15856354,8
15683407,15855282,4
15402748,15645540,8
14373534,15608594,6
14205635,14970684,7
15540016,15747235,9
15855339,15985818,9
15488938,15548934,8
15511744,15536097,4
15438255,15604724,8
15375888,15379216,9
13547353,15093746,5
15951184,15989278,8
13599576,14954692,5
15489070,15513254,8
12179878,15779579,5
15611569,15911604,4
15714060,16021924,5
15402794,15489917,4
15707922,15949012,7
15586279,15869383,7
15999786,16007411,7
15382601,15493654,4
15815494,15954779,9
12271234,15205672,5
14558277,15728222,5
15807722,15922399,7
14788152,15352548,7
15518579,15793968,10
15378351,15387138,8
13260892,15027242,5
12858374,15322870,3
15483683,15788095,10
14466319,15103596,4
13773015,14581353,6
15710690,15726379,6
15528741,15545330,7
15583217,15636183,4
15891565,16007240,6
12466901,13620370,7
15809834,15822305,5
15544967,15704059,5
15389237,15566807,7
15536338,15912300,4
15376263,15748830,6
15454260,15502468,10
15411225,15977133,8
15457119,15750102,8
15703865,15991022,7
15528829,15617464,4
15415594,15905020,6
15509023,15550156,7
15519705,15709506,8
15526893,15890876,4
15394023,15910540,5
15496903,15554533,4
15376206,15922346,5
12650124,13901734,6
15633236,15646629,6
13081675,15133598,6
15448019,15909239,4
12834248,14428949,5
14819688,15363828,6
15398593,15751904,5
15387674,15806997,6
15494950,15951689,5
15408387,15710010,4
15605374,15932239,7
15404240,15784423,4
13372234,14638454,4
15281312,15345780,5
15599864,15688553,6
15550144,15978354,8
15483772,15533514,7
12624090,13727098,6
15413602,15582661,8
12456349,14741691,5
15621805,15653298,6
15394555,15704396,7
15522579,15839662,6
15613566,15870661,4
15833935,15886622,4
15526633,15587264,7
15495388,15652261,9
15674372,15822415,8
15435942,15466464,8
15552941,15949722,4
15969399,15981405,6
15500319,15899623,8
14689272,15401083,5
15389757,15709491,7
15514058,15676313,7
15675803,15799290,9
15710557,15961889,7
15397486,15504046,7
15585402,15889323,7
15388835,15681314,7
15638903,15986248,4
14401849,15419602,7
15746722,15857269,3
15384537,15562310,4
15608900,15799027,8
15549310,15878018,8
15557783,15759350,4
15706216,15965693,4
15527130,15840727,9
12778164,15221119,4
15411910,15554866,6
15563300,15802594,4
15393072,15469024,4
15859296,15913553,4
14669984,14918179,6
15686297,15745115,8
15780670,15827076,6
12938618,13903314,5
15387902,15407484,10
15569004,15672176,7
15518898,15811765,7
15514250,15919464,9
13890798,15220645,4
15824060,16027747,8
13924103,15945077,5
15495426,15787462,5
15541533,15828348,7
15394023,15571235,8
15621796,15723638,7
15820639,15876807,7
15458406,15633360,4
15826727,15830992,4
15738414,15796063,8
15471852,15507246,6
15948817,15955704,9
15389555,15878041,9
15587402,15933131,4
15589555,15917399,8
15753966,15950456,9
15826052,15889998,4
15382638,15788389,7
15391126,15995868,7
15404815,15706920,10
13675702,15485838,5
15534194,15642497,4
12927121,15084584,5
15467649,15491076,9
15376761,16025549,8
15631344,15689640,4
12786908,12853033,5
13917069,15034744,5
15876229,15884419,8
15395174,15737628,10
15751121,15899032,7
15529946,15819363,7
15473870,15605795,6
12573044,12606150,4
15377626,15739104,7
15945578,15988224,5
14287672,15542613,4
15661511,15688075,7
12244190,15109325,5
15582702,15732727,4
15665844,15969639,6
15473109,16008698,7
13525918,15070592,6
15399822,15890268,4
15483805,15927251,9
14141465,15105511,4
15895527,16009812,8
15765726,15921798,9
13417473,15467145,5
15515677,15534688,4
15375361,15567868,4
15384324,15927731,4
15400607,15497464,6
15634394,15975495,4
15919080,15952013,5
14797432,15966412,6
15741060,15947008,8
15474880,15541243,4
15477097,15502345,7
15492964,15617912,5
12315396,14258469,4
15752922,15904073,4
15505030,15593980,7
15413033,15472984,7
12769525,13301720,5
15377381,15483394,4
13140833,13856480,5
15553248,15936308,8
15902508,15903659,7
15718790,15800628,4
15425418,15978394,9
15654083,15788322,7
15602354,15981758,4
15553938,15859380,3
15769709,15772654,9
15837081,15965975,8
15656916,15784493,7
15450927,15849609,4
15512664,15990447,6
15600431,15678091,4
15477833,15941511,6
15571359,15971298,6
15679934,15830790,10
15690683,15744074,4
15538863,15720593,4
15795613,15997745,7
15949730,15995436,4
15892939,15996214,7
15858093,15889649,9
15520062,15986537,10
15836333,15852892,8
15713157,15846941,9
15880497,15999576,8
15560371,15587874,9
15529481,15795803,4
12519998,14144813,5
15477217,15795464,6
15798325,15824069,6
15928830,15966232,7
15605504,15861350,7
14549573,15322476,5
15583615,15700525,8
12808865,15212192,4
15636535,15678324,9
15531192,15652085,9
15662675,15944778,9
15622989,15817504,4
15526052,15817198,8
15514838,15924939,10
15378864,15385206,9
14798462,15248690,5
15427476,15459215,4
15508905,15566482,8
15400675,15416897,10
15527948,16017371,7
13632533,14257971,4
15855806,15911642,9
14749152,15086890,6
15170935,15551360,3
15689319,15945820,5
15384198,15692660,4
15426488,15428777,7
15462163,15687711,4
15713656,15751946,4
15547935,16001154,4
15538782,15934910,6
15406506,15913464,8
15630933,16025907,8
15782360,15796751,8
15887074,16020316,4
15498920,15783117,6
12184691,12832713,4
15480796,15590588,7
15556787,15741436,8
13133881,14459831,4
15530574,15848040,9
15692727,15883131,4
15489733,15699162,9
15720663,15997311,4
12737139,15547344,5
13641552,14831096,4
15467126,15779627,9
15741705,15761812,7
15715261,16018242,8
15601313,15780213,7
15381649,15662289,4
15630149,15851550,4
15711820,15780670,7
15763973,15946433,6
15834133,15999379,8
12953985,13367660,5
15522755,15878145,9
15934741,15949390,5
15451134,15871934,4
15663247,15882969,7
15903671,16017813,9
15475635,15947790,7
15789948,15990336,8
15634450,15720722,6
15810992,15947168,5
15409858,15765253,10
15611637,15973774,7
15394961,16020460,4
15618472,15658278,5
15566144,15834452,10
15521333,15586321,7
15715555,15872988,7
15621824,15930060,4
15508340,15558350,7
15621184,15856372,9
15409274,15912890,6
15683407,15928461,4
15406346,15480085,7
12830568,13457338,5
15672906,15900476,6
15429441,15886808,5
15457628,15592080,4
15740398,15871642,5
15450648,15891664,8
13597071,15414431,4
15920171,15939743,8
13333378,13504772,4
15693694,15813827,4
15441228,15940876,6
15594019,15816461,4
12286566,13875750,5
15639737,15979962,5
15734944,15940738,8
15380307,15659628,6
15514740,15786915,8
15695474,15931165,4
15647479,15892745,9
15450832,15926161,4
15522054,15870700,7
15640228,15898324,10
15185962,15580630,5
15640005,15676530,9
15569837,15672536,7
15430994,15831011,9
15689492,15889134,4
15422961,15584940,7
12979887,14870213,7
12637392,13299669,5
15717638,15920316,4
14903800,15301288,4
15682719,15963622,5
15828064,15863923,4
15591647,15853407,7
15701790,15952322,4
12492838,14608576,3
15403974,15887716,8
13575738,13989505,5
15757140,15775180,9
14843460,15150724,4
15375012,15825903,5
15764793,16018708,8
12675471,13939182,5
15911911,16000838,8
15854816,15861882,8
15852515,15921031,9
12986706,14847729,5
15925070,15933583,9
13368538,13432455,6
13461558,14016299,5
15549932,15882648,8
13066138,14493655,4
15512598,16013196,8
13498967,13567913,4
