EnterpriseID1,EnterpriseID2,MATCH_SCORE
12977496,12977497,3
13187255,13187257,2
14563522,14563528,4
13758086,13758087,3
14501288,14501290,2
14297382,14297388,2
15035074,15035077,2
12936168,12936172,2
14609390,14609392,3
13261893,13261899,3
14948796,14948798,3
15153140,15153142,3
12959550,12959556,3
13056822,13056824,3
14847610,14847614,3
14410362,14410365,3
14872151,14872156,3
14085596,14085601,3
12275994,12275997,3
14362219,14362220,3
13537399,13537403,3
14534654,14534658,2
15038633,15038636,3
13554115,13554116,3
14125275,14125276,3
15232692,15232697,3
14665748,14665749,3
12685824,12685827,4
12882904,12882909,3
14009284,14009290,2
15201998,15202003,2
14234715,14234719,3
13369786,13369792,3
13787290,13787293,5
13070815,13070820,3
13454547,13454551,3
13158751,13158756,3
12789548,12789552,3
12839874,12839878,3
13035394,13035396,4
14893281,14893283,3
13782369,13782375,3
13843667,13843668,3
14792344,14792350,2
13253100,13253103,2
12221355,12221357,3
14585625,14585632,3
13816494,13816500,2
14330738,14330742,3
15354087,15354091,3
14862420,14862421,4
13877860,13877863,3
15028889,15028893,3
14830950,14830956,3
13230547,13230551,2
13517242,13517246,3
12750974,12750980,4
13140799,13140801,4
13435748,13435750,3
13256632,13256638,4
13907150,13907154,2
13143434,13143440,2
12404812,12404817,4
13668676,13668681,3
13702539,13702540,3
13765807,13765810,3
14143370,14143373,3
12916717,12916721,3
12926085,12926091,3
13979554,13979560,4
14001831,14001836,2
13015785,13015789,3
12492424,12492430,3
14723083,14723088,3
12500807,12500809,3
14402536,14402537,3
14588077,14588081,3
13914613,13914615,3
15159270,15159275,3
14183385,14183389,3
13090594,13090596,3
13322024,13322025,3
13215547,13215549,3
12714525,12714531,4
14502476,14502485,3
15117513,15117518,5
13879896,13879900,3
12383523,12383525,2
12592650,12592653,2
13604293,13604294,3
14684763,14684769,3
15318533,15318536,3
12766476,12766478,3
12370068,12370074,5
14733036,14733041,3
12345577,12345578,3
12326675,12326681,4
15314675,15314681,3
13186370,13186375,3
14121322,14121327,2
13454578,13454580,3
