EnterpriseID1,EnterpriseID2,MATCH_SCORE
15990159,16014005,8
15776001,15878268,8
15560360,15791693,9
15387269,15406252,7
15713015,15880636,9
15800572,15864117,8
15440221,15798940,6
15976352,15993832,5
15435390,15485647,9
15405454,15416969,9
15709998,15865711,8
15520866,15612518,6
15392967,15837626,9
15580658,15865376,5
15444018,15592887,11
15607929,15770275,7
15406876,15558476,6
15804214,15985167,8
15841821,15874965,10
15770513,15877552,8
15485008,15870492,6
15390358,15611547,7
15402370,15536520,5
15658163,16026626,10
15633633,15777783,7
15492990,15994869,5
15531971,15789256,9
15596457,15904538,8
15479651,15524081,4
15667302,15971523,3
15837805,15856184,8
15435032,15494845,5
15433091,15667319,9
15407224,15894979,5
15451220,15478312,8
15814667,15914536,6
15746950,15856007,7
15542209,15573745,9
15765291,15916152,7
15558242,15623367,5
15522133,15842594,6
15576308,15890193,6
15560514,15602593,8
15953230,16024287,8
15567670,15953369,5
15716609,15977350,9
15544292,15571626,7
15603351,15970634,4
15504600,15629976,6
15396374,15887430,8
15425993,15614325,7
15570967,15984856,8
15379071,15513556,9
15855477,15998970,7
15777602,15925851,9
15607349,15786652,9
15796584,15864874,9
15399809,15695632,9
15804098,15903486,10
15983451,16019191,6
15584990,15859209,9
15584726,16006642,7
15425721,15817569,10
15539111,15982008,8
15467046,15561978,6
15653324,15864039,10
15564798,15961426,5
15455418,15960509,7
15519474,15524334,8
15461453,15583721,7
15401168,15859065,11
15885137,15908312,8
15525547,15689050,10
15376322,15676606,4
15521186,15778015,6
15541567,15578416,6
15456370,15537630,5
15474196,15973766,8
15613317,15753818,8
15604608,15880420,9
15784603,15991729,9
15516065,15993418,6
15441190,15527865,9
15714782,15727902,9
15989023,16004024,9
15520647,15792425,9
15581766,15862005,10
15587498,15626761,9
15728928,15768957,8
15394658,15623440,9
15886884,15962958,8
15800677,15822989,8
15497935,15882418,7
15377009,15877471,5
15568679,15722790,6
15419280,15933063,10
15615763,15737769,10
15437586,15737171,6
15519915,15887297,8
15698985,15778084,7
15614085,15931951,11
15622947,15780462,6
15755131,16024363,9
15499254,15506012,9
15606726,16001633,6
15425325,15513643,8
15805120,15978899,6
15711539,15760377,5
15604695,15612148,6
15557759,15782534,7
15463689,15862416,8
15428956,15464316,8
15719700,15823594,9
15839990,15849829,5
15489116,15708541,8
15487784,15727229,6
15587845,15742915,6
15453553,15964762,6
15628451,15897423,10
15564626,15957952,7
15721942,15926262,8
15412442,15776713,10
15381733,15534199,7
15745363,15952942,8
15575546,15707396,6
15452853,15804202,10
15410414,15972771,8
15402131,16000773,8
16000106,16025843,6
15543201,15631767,6
15811713,15850806,5
15497036,15990645,8
15612853,15857148,7
15523852,15926117,9
15514292,15775860,6
15398530,16002854,5
15485553,15658938,9
15698365,16002805,9
15947783,16016408,5
15424587,15950445,12
15694279,15742887,7
15488685,16013217,5
15513132,15807272,7
15598468,15764249,9
15806123,15814855,11
15402253,15669346,8
15647251,16011123,5
15752686,15946776,5
15828056,15898721,8
15428003,15910666,8
15890888,15985697,8
15385119,16027920,9
15599790,15889246,10
15414558,15745104,8
15576808,15845356,10
15510581,15686184,8
15381638,15466228,10
15880890,15897511,8
15519623,15541529,7
15409745,15568727,8
15433312,15992628,8
15557485,15757393,6
15441011,15844352,6
15386731,15497849,9
15610207,15664855,7
15505574,15851723,7
15484251,15576435,9
15530394,15599607,10
15435282,15789689,10
15437629,15828210,8
15645275,15906449,6
15413588,15770052,10
15430658,15603469,10
15706268,15768285,12
15472813,15595531,10
15838050,15967539,9
15614195,15737840,9
15552752,15827529,5
15442990,15747541,9
15533260,15695157,10
15743149,15802919,6
15456001,15639982,10
15865117,15982704,7
15606938,15895090,7
15381060,15966459,7
15445168,16020183,10
15855188,15944514,8
15730456,15943520,6
15427325,15460546,9
15623254,15749014,7
15809782,15971294,7
15536635,15880602,8
15478531,15725542,9
15571989,15865201,11
15408986,15845243,8
15446731,15617539,10
15645429,15931202,9
15589482,15844578,7
15713656,15770066,7
15608646,15836542,9
15462602,15697244,5
15579411,15913265,7
15388662,15462228,9
15497270,15589362,8
15859412,15880391,9
15390372,15542948,4
15512168,15796741,8
15577942,15819826,11
15407349,15783066,7
15425002,15904028,3
15606774,15968109,9
15518020,15664889,10
15693503,15876114,8
15730596,15897690,5
15447232,15930953,10
15388835,15945170,10
15435556,15610050,6
15589383,15669300,11
15389559,15631189,5
15620850,15892868,10
15687587,15928810,8
15732030,16003269,8
15551655,15556877,7
15418138,15443993,7
15615364,15974599,9
15374846,15890184,7
15520523,15611196,8
15462254,15942772,5
15471848,15631209,7
15471273,15819059,9
15842953,15862079,10
15649252,15902481,8
15772090,15807710,7
15422726,15709255,5
15729898,15794804,9
15733881,15926736,6
15419710,15758782,8
15444284,15886769,7
15554290,15802306,10
15654260,15914025,9
15482044,15508136,8
15578567,15641988,8
15882289,15907913,11
15641043,15910562,6
15549044,15708497,7
15892875,15958151,8
15915361,16012177,11
15497450,15869606,9
15686616,15868206,6
15657291,15909999,6
15713847,15963117,9
15652555,15766152,12
15644384,15971456,4
15719150,15990511,6
15525544,16018967,8
15576596,15889725,7
15580684,15710417,5
15609415,15748446,8
15486223,16014781,8
15473900,15636453,7
15490338,15708964,6
15628845,15760488,8
15820234,15884301,10
15650644,15782223,6
15738367,15775573,7
15513807,15806053,5
15946672,15956013,9
15538408,15861403,9
15438125,15900167,7
15923060,16022154,9
15480266,15746266,8
15397736,15924759,6
15543361,15825494,7
15750762,15864652,7
15491576,15809841,7
15848126,15868261,8
15554045,15701604,5
15469189,15894618,7
15436538,15765278,8
15974196,16018464,7
15517389,15848489,10
15379805,15843623,7
15589920,15830305,6
15562292,16010876,7
15788166,15938640,9
15588717,15848366,6
15461284,15954097,8
15630523,15901221,9
15453840,15574953,3
15528632,15717753,7
15528813,15694065,8
15734947,15817207,9
15510088,16019670,4
15378859,15837342,8
15393522,15838714,9
15383575,15609137,6
15440060,15574393,8
15380629,15909974,9
15498744,15579667,6
15814447,16009012,8
15677653,15994163,9
15851036,16013980,4
15917025,15978199,10
15814407,15918231,6
15713103,15838118,9
15663681,15889006,5
15415172,15417553,8
15787854,16013639,9
15517654,15658370,7
15506432,15586800,6
15606987,15681640,7
15545752,15760338,7
15826358,15896483,8
15492436,15828328,5
15433281,15436886,7
15422185,15692916,8
15533858,15993694,9
15657207,15742373,9
15685181,15756443,7
15661937,15922532,6
15825021,15942002,8
15540238,15788834,7
15850209,15981289,9
15502212,15696273,10
15559387,15650741,5
15435777,15806052,8
15745889,15944322,10
15525884,15607283,9
15674808,15941444,10
15810814,15931379,10
15757826,15884288,10
15618921,15888499,8
15522193,15924900,9
15853525,16016916,9
15554832,15633129,9
15605194,15852059,7
15424709,15533277,8
15576014,15631469,5
15454964,15470185,5
15709645,15871751,5
15416832,15690599,6
15513258,16005419,10
15837339,16015224,7
15753676,15762271,10
15487657,16020732,9
15578154,15921352,11
15693407,15956262,9
15657344,15878947,6
15525264,15850434,8
15490690,15674167,11
15463471,15753400,4
15650984,16026250,6
15541427,15563230,9
15930203,15986837,5
15468949,15820259,12
15872542,15882552,7
15453683,15545571,5
15662208,15779111,7
15550176,15999007,8
15431661,15555100,9
15733458,16026435,9
15494071,15553186,9
15387763,15993357,5
15682934,15975848,7
15736198,15746242,11
15966151,16000286,7
15436942,16022842,7
15509001,15578229,7
15430275,15825933,7
15408036,15512260,10
15395756,15923701,9
15473138,15747980,6
15465999,15916876,6
15405517,15933962,4
15520537,15843075,7
15412307,15556286,8
15431754,15931433,7
15719402,15721333,9
15468920,15804497,9
15447940,15837740,6
15441641,15651414,11
15738956,15784273,5
15411451,15560983,8
15509466,15942926,9
15790564,15994502,8
15581144,15853882,8
15922513,15998439,7
15462188,15462455,8
