EnterpriseID1,EnterpriseID2,MATCH_SCORE
15861465,15923274,12
15454260,15502468,12
15527125,15999996,12
15426423,16018919,11
15431213,15565194,11
15519719,15640811,11
15804455,15861225,11
15569706,15603684,11
15441337,15543105,11
15413167,15538357,10
15409862,15564199,10
15850729,15872088,10
15526311,15821985,10
15603073,15612961,10
15444768,15764650,10
15589410,15829832,10
15612623,15885611,10
15389809,15389966,10
15662641,15762990,10
15396524,15459604,10
15423607,15642363,10
15685551,15768170,10
15689192,15897646,10
15774268,16026345,10
15483683,15788095,10
15425562,15999893,10
15627130,15929049,10
15947620,15970282,10
15502929,15574577,10
15409858,15765253,10
15404793,15869543,10
15445639,15993905,10
15694957,16016809,10
15388796,15537785,10
15670971,15949402,10
15826369,15970416,10
15746545,15953888,10
15378363,15690836,10
15548885,15682510,10
15615056,15660539,10
15950836,16020589,10
15444007,15480548,10
15864020,16022197,10
15387436,15982044,10
15783296,15883946,10
15463536,15466367,10
15506530,15760180,10
15689126,15758585,10
15786427,15987966,10
15764195,15954701,10
15587699,15671300,10
15395174,15737628,10
15597193,15957062,10
15393822,15566274,10
15681517,15852326,10
15654944,15897029,10
15507015,15597471,10
15640177,15870149,10
15806463,16004656,10
15599836,15927540,10
15435694,15864803,10
15471886,15975449,10
15410698,15848859,10
15770846,15973972,10
15393023,15512987,10
15584546,15903943,10
15450005,15670085,10
15629613,15655223,10
15534952,15841283,10
15640228,15898324,10
15666650,15695704,10
15769252,16019526,10
15550896,15615463,10
15471289,15788853,10
15444891,15778761,10
15953914,16006510,10
15409214,15609800,10
15400675,15416897,10
15566339,15614002,10
15605259,15879690,10
15451627,15925579,10
15443391,15727831,10
15623781,15938280,10
15566404,15781298,10
15828558,15984389,10
15491164,15742729,10
16008349,16011966,10
15805648,15896409,10
15761398,15825806,10
15379370,15987083,10
15925070,15933583,10
15786030,15932736,10
15583877,15834733,10
15449959,15633471,10
15833145,15909203,10
15513649,15674300,10
15597619,16022247,10
15830061,16027017,10
15824047,15831149,10
15454626,15962970,10
15665320,15688767,10
15670531,15819307,10
15533599,15550704,10
15399843,15743014,10
15602257,15834700,10
15549057,15884278,10
15524998,15567695,10
15526371,15888035,10
15598979,15860102,10
15591275,15690057,10
15520062,15986537,10
15586854,16027449,10
15490834,15524732,10
15679934,15830790,10
15647133,15663086,10
15930638,15984183,10
15863933,15888155,10
15673626,15728838,10
15853450,16027476,10
15428989,15806702,10
15500009,15755408,10
15426431,15858830,10
15426850,15672202,10
15556754,16021705,10
15629954,15982073,10
15665608,15776197,10
15390900,15805839,10
15566144,15834452,10
15455466,15798073,10
15571014,15802784,10
15550316,15643708,10
15753187,15854919,10
15431989,15568057,10
15806519,15831952,10
15382002,15703708,10
15383614,15904253,10
15440798,15521730,10
15426191,15943476,10
15677284,15823646,10
15460485,15603799,10
15456179,15874101,10
15639854,16020949,10
15560403,15842561,10
15589186,15939320,10
15389555,15878041,10
15461966,15822300,10
15653953,15809178,10
15399039,15515937,10
15693339,15826549,10
15409917,15503840,10
15479503,15957013,10
15934036,15970114,10
15664413,15792462,10
15687289,15901660,10
15676496,15783523,10
15636090,15681567,10
15599365,15953601,10
15624845,15959772,10
15592743,15897386,10
15566395,16016684,10
15492459,15628516,10
15673737,16000836,10
15783193,15910334,10
15855372,15900422,10
15852656,15992479,10
15598115,15647563,10
15428667,15757925,10
15779536,15891633,10
15377051,15463657,10
15387902,15407484,10
15899624,15907661,10
15665105,15794471,10
15381176,15409342,10
15620876,15934564,10
15737442,15958402,10
15836859,15882493,10
15901913,15957016,10
15671329,15709937,10
15503695,15725701,10
15385958,15601363,10
15449406,15472597,10
15415391,15795825,10
15399625,15510626,10
15468536,15576582,10
15420223,15832658,10
15763564,15998569,10
15480213,15754237,10
15834658,15944260,10
15776108,15800526,10
15565116,15661683,10
15644765,15651267,10
15390459,15589110,10
15545159,15818297,10
15537693,15963228,10
15839984,15891672,10
15909918,15990995,10
15736372,15812956,10
15432767,15434662,10
15754498,15773328,10
15416892,15463059,10
15656220,15665126,10
15404815,15706920,10
15567640,15933473,10
15828745,15986620,10
15537183,15963469,10
15495195,15861625,10
15657648,15794782,10
15577391,15694646,10
15375896,15405910,10
15668984,15869772,10
15701190,15930102,10
15601593,15666279,10
15662249,16006238,10
15412382,15454855,10
15749126,15926854,10
15790844,15850559,10
15792907,15826334,10
15733479,15811051,10
15619958,15855907,10
15471106,15697937,10
15586598,15940568,9
15821256,15849698,9
15430630,15959226,9
15521367,15970861,9
15375855,15611252,9
15649308,15685872,9
15705007,15920921,9
15556101,15871601,9
15729937,15792759,9
15575601,15627784,9
15485496,15697363,9
15401679,15785205,9
15392299,15491199,9
15507639,15869070,9
15483453,15536997,9
15386344,15615670,9
15488527,15676423,9
15917765,15983254,9
15668133,15853620,9
15429455,15544756,9
15425418,15978394,9
15437665,15931458,9
15474373,15671489,9
15441228,15470725,9
15465089,15791062,9
15451156,15912498,9
15540016,15747235,9
15480970,15949066,9
15603143,15876703,9
15836333,15852892,9
15423566,15766594,9
15764820,15991758,9
15831320,15958524,9
15980979,16026814,9
15433475,15829376,9
15668949,15831975,9
15379413,15527535,9
15516801,15938358,9
15461438,15768931,9
15446598,15839735,9
15624773,15931777,9
15463549,15711882,9
15616889,15830661,9
15788198,15795471,9
15462826,15671843,9
15396348,15664804,9
15403824,15861368,9
15513581,15785928,9
15696325,15965459,9
15385687,15974052,9
15410808,15433698,9
15441507,15596174,9
15737587,15785419,9
15687865,15718331,9
15616911,16025210,9
15940111,15969294,9
15518579,15793968,9
15456961,15758146,9
15665866,15953799,9
15535375,15542454,9
15675803,15799290,9
15753846,15817169,9
15445354,15803278,9
15786582,16007448,9
15933894,15967706,9
15389906,15806781,9
15573459,15805178,9
15632793,15673097,9
15686031,15902397,9
15411225,15977133,9
15542849,15544088,9
15441876,15573212,9
15599537,16003395,9
15439867,16001865,9
15434529,15971730,9
15599482,15960116,9
15708219,15895082,9
15651790,15841808,9
15811798,15831116,9
15736299,15897286,9
15674288,15944319,9
15753361,15828058,9
15554909,15608890,9
15520854,15708952,9
15547605,15994268,9
15432937,15976278,9
15596820,15866372,9
15380946,15444482,9
15753325,15794381,9
15413752,15991181,9
15855339,15985818,9
15382023,15977321,9
15659802,15726114,9
15832625,16017661,9
15599286,15734582,9
15526654,15720396,9
15725411,15779393,9
15652265,15940373,9
15654617,15736445,9
15957803,15993252,9
15764407,15980129,9
15379509,15744755,9
15564422,15913567,9
15426746,16026645,9
15539337,15897956,9
15762051,15980630,9
15542017,15594496,9
15375150,15630524,9
15831279,15901121,9
15598847,15659841,9
15515951,15988527,9
15412632,15865444,9
15785388,15887307,9
15584672,16015897,9
15393002,15493083,9
15414859,15818063,9
15455386,15682539,9
15548010,15723146,9
15408536,15425341,9
15485764,15923978,9
15755360,15938358,9
15726779,15879047,9
15656543,15851139,9
15394760,16002019,9
15441598,15986756,9
15458792,15625506,9
15552806,15597416,9
15428636,15968292,9
15731991,15949426,9
15608318,15867037,9
15570111,15761451,9
15430381,15778722,9
15456521,15632401,9
15852515,15921031,9
15505278,15956617,9
15682046,16021860,9
15596054,15973655,9
15409209,15915498,9
15800955,15956398,9
15606105,15936808,9
15537454,15808778,9
15376443,15612373,9
15401617,15688083,9
15683823,15742806,9
15647071,15741658,9
15752669,15905367,9
15406573,15671109,9
15638091,15696502,9
15534720,15558003,9
15378477,15544345,9
15746990,15996147,9
15472261,15582238,9
15505816,15529084,9
15504399,15562604,9
15771395,16004355,9
15421134,15705655,9
15456742,15550663,9
15546704,15546911,9
15566356,15710557,9
15520139,15706076,9
15489616,15498227,9
15485204,15963399,9
15641621,15733485,9
15546228,15921276,9
15627506,15664358,9
15575456,15836750,9
15746132,15787511,9
15721156,15851264,9
15671824,15858629,9
15444246,15716993,9
15662013,15899128,9
15682926,15849576,9
15753966,15950456,9
15569250,15605356,9
15419686,15552596,9
15558545,15794806,9
15466759,15931155,9
15827326,15957786,9
15421360,15694849,9
15557823,15879804,9
15378351,15387138,9
15560371,15587874,9
15488835,15910904,9
15497626,15564388,9
15600847,15928879,9
15411736,15752577,9
15676094,15688080,9
15583984,15884919,9
15612509,15686786,9
15787222,15931083,9
15537266,15870147,9
15419795,15804603,9
15770210,15992901,9
15377908,15803451,9
15469081,15999740,9
15460123,15741752,9
15522755,15878145,9
15891193,16021876,9
15437200,15701716,9
15673145,15868753,9
15715836,15759932,9
15512598,16013196,9
15889089,16002088,9
15557012,15634845,9
15621184,15856372,9
15634470,15990234,9
15461130,15572042,9
15539198,15568249,9
15408911,16012132,9
15454712,15720773,9
15906371,15924533,9
15789934,15969124,9
15522235,15914791,9
15473767,15567900,9
15681221,15906615,9
15380937,15435279,9
15532184,15684261,9
15498602,15555254,9
15635008,15870379,9
15530954,15969374,9
15420879,15948750,9
15414372,15965380,9
15515503,15959544,9
15713076,15773691,9
15395669,15719162,9
15820451,15963659,9
15404393,15593623,9
15436998,15713262,9
15571834,15728325,9
15922035,15935623,9
15527966,15942931,9
15422659,15749001,9
15688399,15701256,9
15717638,15787791,9
15770573,15791627,9
15518410,15610420,9
15733572,15878737,9
15910572,16005351,9
15929848,16003491,9
15415955,15695656,9
15848518,15993060,9
15558739,15628956,9
15610338,15880435,9
15666100,16016831,9
15772508,16024503,9
15396941,15448061,9
15937520,15954487,9
15452275,15505250,9
15673311,15807684,9
15560727,15824228,9
15457119,15750102,9
15488946,15732169,9
15638177,15824720,9
15552774,15816834,9
15449732,15696671,9
15750763,15954372,9
15617057,15781708,9
15469272,15686881,9
15439828,15589988,9
15479005,16009286,9
15444748,15992208,9
15606519,15611859,9
15503473,15976505,9
15467312,15919265,9
15645867,15816243,9
15784265,15894872,9
15463017,15735153,9
15516991,16008853,9
15619632,15659855,9
15584270,15988685,9
15412342,15551890,9
15435995,15742936,9
15659400,16009922,9
15453641,15908387,9
15815494,15954779,9
15445543,15758487,9
15742825,15885026,9
15504221,15664461,9
15538128,15680782,9
15649699,15900395,9
15494113,15604749,9
15407418,15658757,9
15508322,15625557,9
15635656,15994706,9
15582080,15807348,9
15929309,15972508,9
15636535,15678324,9
15727274,15850712,9
15540503,15929170,9
15606239,15867588,9
15757791,15992484,9
15591367,15898724,9
15456291,15851896,9
15699565,15888993,9
15419795,15741596,9
15426633,15659587,9
15608777,15675450,9
15508537,15525544,9
15390683,15421313,9
15416654,15446873,9
15473989,15993152,9
15560462,15979859,9
15397947,15667647,9
15518018,15685279,9
15455163,15641658,9
15625761,15962609,9
15695945,15763193,9
15762341,15876673,9
15383474,15873316,9
15938654,15952504,9
15419783,15967335,9
15553229,15991237,9
15742503,15888607,9
15560893,15985508,9
15684108,15695670,9
15380484,15535648,9
15620207,15718641,9
15815559,15845691,9
15693640,15969747,9
15521846,15884995,9
15428777,15686815,9
15743991,15886683,9
15640005,15676530,9
15708657,16004814,9
15472153,15476953,9
15543039,15833927,9
15453725,15972510,9
15379752,15398764,9
15422704,15930583,9
15810059,15894120,9
15858093,15889649,9
15510526,15794445,9
15713157,15846941,9
15428377,16023187,9
15507829,15527764,9
15720776,15850283,9
15473031,15712826,9
15489857,15969370,9
15386635,15775293,9
15630644,15639152,9
15589555,15917399,9
15688565,15741108,9
15561376,15991759,9
15394892,15543545,9
15991427,16003928,9
15388725,15590656,9
15877538,15991790,9
15690743,15807095,9
15497873,15941837,9
15543773,15972725,9
15401062,15467923,9
15380851,15746650,9
15438255,15604724,9
15476195,15498527,9
15644218,15834095,9
15667472,15882648,9
15831359,15909318,9
15474886,15802216,9
15941056,15977941,9
15419170,15604617,9
15465943,15661619,9
15410553,15548397,9
15605853,15635915,9
15931230,16017153,9
15407989,15670562,9
15638360,16021655,9
15984866,16008583,9
15425251,15943949,9
15621555,15921800,9
15587238,15924083,9
15528888,15550207,9
15505514,15521194,9
15579114,15999537,9
15426291,15498896,9
15825271,15849111,9
15619087,15943712,9
15570134,15646382,9
15410317,15654850,9
15724845,15791068,9
15475890,15868099,9
15733802,15760176,9
15848893,15956195,9
15527899,15962778,9
15603656,15722034,9
15855806,15911642,9
15909024,16023843,9
15680546,15704839,9
15615757,15751353,9
15808809,15816162,9
15774861,15979506,9
15421851,15552695,9
15654855,15753455,9
15389848,15953089,9
15726756,16017531,9
15655226,15852106,9
15477929,15803695,9
15785430,15876896,9
15630746,15757634,9
15622327,15699905,9
15661980,15989047,9
15586136,15942582,9
15417233,15465541,9
15531192,15652085,9
15555341,15776803,9
15502783,15588742,9
15470955,15956079,9
15442447,15551486,9
15383477,15898764,9
15435419,15964838,9
15537422,15719805,9
15608900,15799027,9
15924688,15996411,9
15457100,15552886,9
15506502,15690613,9
15495619,15885280,9
15829222,15957111,9
15796781,15815304,9
15431249,15623089,9
15484262,15798902,9
15581221,15748076,9
15806380,15999700,9
15765726,15921798,9
15637838,15908139,9
15396409,15944804,9
15702119,15831978,9
15608750,15628302,9
15775432,15845807,9
15392938,15446377,9
15459396,15621038,9
15754972,15765610,9
15947893,15990003,9
15518446,16020172,9
15571526,15728690,9
15741262,15868064,9
15548863,15833155,9
15408466,15509194,9
15591433,15637942,9
15761873,15905193,9
15586295,15892943,9
15629312,15969786,9
15584536,15815054,9
15480587,15553605,9
15482762,15647057,9
15483331,15961479,9
15455485,15876219,9
15584279,15733053,9
15446769,15511449,9
15394820,15884471,9
15529819,15556006,9
15462329,15545104,9
15923669,15957876,9
15562592,15882997,9
15406351,15606675,9
15460451,15808320,9
15458668,15692553,9
15904904,15988407,9
15710648,15923335,9
15495094,15856354,9
15911729,16024456,9
15615960,15706675,9
15842276,15994420,9
15798423,15999898,9
15531303,15590066,9
15596650,15727317,9
15498306,15623738,9
15547582,15638972,9
15800418,15994850,9
15787149,15806096,9
15869932,16012296,9
15604345,15680326,9
15399534,15453572,9
15680453,15750122,9
15411761,15910715,9
15948817,15955704,9
15587869,15724483,9
15613299,15950636,9
15843508,15922315,9
15388289,15765960,9
15756107,15934177,9
15702290,15829273,9
15788526,15801525,9
15388825,15659628,9
15912214,16021197,9
15530218,15541710,9
15507741,15804979,9
15392792,15822972,9
15869437,15870807,9
15551028,16025678,9
15619308,15835208,9
15788723,15788837,9
15532309,15537808,9
15470227,15592403,9
15832629,15943271,9
15378383,15830047,9
15447160,15918759,9
15426467,15568845,9
15644228,15952887,9
15620371,15821857,9
15519451,15551221,9
15517465,15802897,9
15882735,15981792,9
15751597,15987409,9
15711528,15822431,9
15725575,16001448,9
15505500,15948335,9
15685654,16013248,9
15623938,15768182,9
15408901,15775784,9
15483251,15605737,9
15448846,15746892,9
15507531,15821342,9
15550907,15775895,9
15893724,15923091,9
15432985,15986573,9
15958664,16015747,9
15388474,15945558,9
15788444,15934873,9
15662675,15944778,9
15700544,15724206,9
15597056,15977499,9
15516071,15888296,9
15626722,15627811,9
15407270,15892948,9
15811421,16004336,9
15510066,15927224,9
15616943,15631136,9
15419804,15662139,9
15664198,15876651,9
15675115,15971989,9
15774891,15873122,9
15599946,15834861,9
15936156,15981428,9
15726999,15872101,9
15840471,15944354,9
15717746,15865860,9
15917377,15947179,9
15453104,15817917,9
15499625,15680604,9
15866737,15970645,9
15467786,15876275,9
15653633,15870336,9
15513629,15651646,9
15720503,16006509,9
15725709,15979303,9
15607168,15894789,9
15583048,15625026,9
15377011,15741427,9
15534439,15885697,9
15503893,15879252,9
15556763,15662876,9
15585311,15811515,9
15514303,15889774,9
15377196,15987277,9
15569176,15780885,9
15430994,15831011,9
15857678,15981111,9
15497949,15657027,9
15490842,15766925,9
15392254,15700238,9
15754910,15862194,9
15544352,15579195,9
15568655,15877380,9
15812503,15832284,9
15422658,15968297,9
15696664,15840006,9
15556526,15997568,9
15467126,15779627,9
15749239,15929345,9
15959067,15982595,9
15703462,15926105,9
15647479,15892745,9
15949494,16004790,9
15579387,15660717,9
15500751,15655313,9
15743493,15990951,9
15466710,15867912,9
15682504,15842840,9
15757140,15775180,9
15465524,15797103,9
15548308,15672888,9
15385880,15496302,9
15467689,15920441,9
15438145,15693034,9
15501965,16012619,9
15375888,15379216,9
15428067,15614262,9
15530574,15848040,9
15503109,15532189,9
15668070,15957904,9
15741733,15931721,9
15499192,15705247,9
15508383,16015470,9
15555568,15557292,9
15427775,15831177,9
15409235,15565089,9
15585581,15798431,9
15939314,16023116,9
15571771,15981524,9
15430140,15542661,9
15941992,15977314,9
15434513,15967589,9
15411019,15536772,9
15433777,15860749,9
15527719,15868516,9
15622473,15623612,9
15406781,15638637,9
15396844,15808977,9
15411598,15665126,9
15414110,15505543,9
15527130,15840727,9
15429575,15981121,9
15732969,16003924,9
15719872,16017287,9
15452914,15773411,9
15853962,15954640,9
15687541,15699571,9
15410459,15564212,9
15654398,15970404,9
15770809,15820319,9
15526052,15817198,9
15598520,16022498,9
15409579,15904426,9
15723876,15939836,9
15651759,15654303,9
15594533,15800513,9
15744066,15769278,9
15565179,15696839,9
15904876,16007305,9
15483805,15927251,9
15723558,15951743,9
15730301,15868167,9
15416586,15618415,9
15484044,15946411,9
15623256,15722081,9
15542557,15634601,9
15807566,15979557,9
15413710,15925788,9
15405935,15613666,9
15964798,16028306,9
15533883,15929118,9
15424106,15846985,9
15543774,16024075,9
15516112,15634456,9
15911913,15953137,9
15776782,16018673,9
15638415,15899111,9
15402995,15534081,9
15493891,15977802,9
15382271,15540979,9
15691949,15936592,9
15641023,15978769,9
15425552,15895811,9
15779205,15889040,9
15419338,15811211,9
15546226,15691572,9
15672200,15968540,9
15547472,15836868,9
15859499,15877495,9
15489366,15789990,9
15664329,15683482,9
15880598,16012363,9
15529946,15819363,9
15419271,15668457,9
15895527,16009812,9
15625743,15890569,9
15578047,15921169,9
15463540,15589496,9
15893996,15972089,9
15715096,15800797,9
15687380,15841301,9
15636450,15801632,9
15541434,15607784,9
15398794,15656450,9
15590711,15691598,9
15430473,15526867,9
15622617,15961402,9
15396762,15724156,9
15646338,15708634,9
15471436,15510773,9
15769709,15772654,9
15376851,15795200,9
15420895,15746618,9
15580708,16004211,9
15810773,16012852,9
15803789,15936402,9
15481237,15979859,9
15577427,15725507,9
15633193,15962488,9
15504476,15840585,9
15434696,15481873,9
15591109,15905472,9
15524183,15923414,9
15565583,16023947,9
15532082,15994556,9
15487131,15945820,9
15385556,15386038,9
15448560,15774614,9
15520199,15697981,9
15628729,15630933,9
15832651,15971875,9
15531739,15563113,8
15493986,15901988,8
15479929,16010945,8
15782777,15921292,8
15871593,15979553,8
15865484,15897833,8
15699167,15830859,8
15619061,15864266,8
15470302,15684987,8
15868806,15979783,8
15887364,15987009,8
15457107,15997391,8
15774553,15948303,8
15719597,15798342,8
15507066,15514061,8
15383431,15727244,8
15408773,15820834,8
15599512,15917721,8
15581240,16000451,8
15728434,15968500,8
15462797,15881038,8
15501305,15837702,8
15407080,15613129,8
15514250,15919464,8
15435617,15849755,8
15739899,15802230,8
15961233,15965629,8
15530415,15677340,8
15406380,15922636,8
15442574,15755492,8
15660539,15922401,8
15389697,15543115,8
15621261,16014743,8
15695103,15751417,8
15455947,15972708,8
15452916,15512580,8
15487925,15897417,8
15391817,15923125,8
15628938,15870100,8
15420312,15841534,8
15406516,15795970,8
15474502,15941572,8
15797000,15993131,8
15503335,15507026,8
15516626,15605914,8
15737412,15820967,8
15797770,16014152,8
15395870,15480042,8
15616258,15728845,8
15629126,15774608,8
15723201,15734366,8
15578783,16004410,8
15594095,15990836,8
15577162,15947982,8
15591647,15853407,8
15461391,15524963,8
15473657,15601668,8
15628186,15776924,8
15433405,15504283,8
15869181,15912976,8
15632636,15776867,8
15712343,16012861,8
15862444,16002566,8
15765058,15771061,8
15452969,15823773,8
15789948,15990336,8
15419875,15920802,8
15539041,15844050,8
15834133,15999379,8
15440014,15790600,8
15453195,15848181,8
15665375,15748251,8
15595307,15691803,8
15692177,15773555,8
15841954,15911613,8
15511944,15747578,8
15560997,15995603,8
15628946,15835854,8
15685641,15951696,8
15607128,15615176,8
15612978,15672483,8
15662476,15861539,8
15597014,15858501,8
15531655,15947704,8
15442787,15537256,8
15559410,15776931,8
15598243,16013624,8
15383152,15645043,8
15572602,15823309,8
15601274,15812956,8
15474987,15554854,8
15668419,15713423,8
15480201,15905215,8
15877968,16019036,8
15425737,15841495,8
15617298,15915372,8
15464553,15957836,8
15641743,15830170,8
15486826,15680557,8
15414682,15742977,8
